source,ref,field,error_type,message,span,snippet
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 40: …}=\dfrac{3}{4}.$̲br/> Equation o…","m_{SB}=\dfrac{12-0}{18-2}=\dfrac{3}{4}.$br/> Equation of ","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Unexpected end of input in a macro argument, expected '}' at end of input: …rac{9(x-2)^{2}}","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …rac{9(x-2)^{2}}","\frac{9(x-2)^{2}}","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Unexpected end of input in a macro argument, expected '}' at end of input: …ext{Area}=\frac","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: …ext{Area}=\frac","\text{Area}=\frac","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Unexpected end of input in a macro argument, expected '}' at end of input: \frac","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \frac","\frac","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Unexpected end of input in a macro argument, expected '}' at end of input: \frac","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \frac","\frac","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Unexpected end of input in a macro argument, expected '}' at end of input: \frac","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \frac","\frac","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Unexpected end of input in a macro argument, expected '}' at end of input: \frac","KaTeX parse error: Unexpected end of input in a macro argument, expected '}' at end of input: \frac","\frac","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected group as argument to '…' at end of input: \left","KaTeX parse error: Expected group as argument to '\left' at end of input: \left","\left","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q62","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\right' at position 1: \̲r̲i̲g̲h̲t̲","\right","The given parabola is $$y^{2}=8x$$. Write it in the standard form $$y^{2}=4ax$$ to get $$4a=8 \;\Rightarrow\; a=2$$. For a right-opening parabola: Focus $$S(a,0)=(2,0)$$, and directrix $$x=-a=-2$$. Th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q69","q[4]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\bigl' at position 105: …c{d}{dx}\!\bigl$̲[e^{-x}f(x)\big…","e^{-x}f'(x)-e^{-x}f(x)=e^{-x}\!\left(-\ln x+\frac1x\right) \quad\Longrightarrow\quad \frac{d}{dx}\!\bigl$[e^{-x}f(x)\bigr]\$=e^{-x}\!\left(-\ln x+\frac1x\right).","We are given the functional equation $$f(x)=\int_{1}^{x} f(t)\,dt+\bigl(1-x\bigr)\bigl(\ln x-1\bigr)+e,\qquad x\ge 1.$$ Put $$F(x)=\int_{1}^{x} f(t)\,dt.$$ Then $$F'(x)=f(x).$$ Substituting this in th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q69","q[4]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\bigl' at position 18: …rac{d}{ds}\bigl$̲[e^{-s}\ln s\bi…","\frac{d}{ds}\bigl$[e^{-s}\ln s\bigr]\$=e^{-s}\!\bigl(-\ln s+\frac1s\bigr).","We are given the functional equation $$f(x)=\int_{1}^{x} f(t)\,dt+\bigl(1-x\bigr)\bigl(\ln x-1\bigr)+e,\qquad x\ge 1.$$ Put $$F(x)=\int_{1}^{x} f(t)\,dt.$$ Then $$F'(x)=f(x).$$ Substituting this in th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q69","q[4]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\Bigl' at position 59: …ght)\,ds =\Bigl$̲[e^{-s}\ln s\Bi…","\int_{1}^{x}e^{-s}\!\left(-\ln s+\frac1s\right)\,ds =\Bigl$[e^{-s}\ln s\Bigr]_{1}^{x} =e^{-x}\ln x-e^{-1}\ln1=e^{-x}\ln x.","We are given the functional equation $$f(x)=\int_{1}^{x} f(t)\,dt+\bigl(1-x\bigr)\bigl(\ln x-1\bigr)+e,\qquad x\ge 1.$$ Put $$F(x)=\int_{1}^{x} f(t)\,dt.$$ Then $$F'(x)=f(x).$$ Substituting this in th"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q75","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\Bigl' at position 17: …(x)=\cos x\Bigl$̲[2\sqrt{\tan x}…","y(x)=\cos x\Bigl$[2\sqrt{\tan x}+\frac{2}{5}(\tan x)^{5/2}+C\Bigr]\$.\qquad -(4)","The given differential equation is $$(\tan x)^{1/2}\,dy=(\sec^3 x-(\tan x)^{3/2}y)\,dx,\qquad 0\lt x\lt\frac{\pi}{2}.$$ Divide by $$(\tan x)^{1/2}$$ to write it in the standard linear form $$\dfrac{dy"
"Mock:JEE Main 2026 April 5 shift 2","958704cb-2ebf-47db-8887-9836f751b368#Q75","q[0]","Got function '$' with no arguments as argument to '…'","KaTeX parse error: Got function '$' with no arguments as argument to '\Bigl' at position 17: …(x)=\cos x\Bigl$̲[2\sqrt{\tan x}…","y(x)=\cos x\Bigl$[2\sqrt{\tan x}+\frac{2}{5}(\tan x)^{5/2}\Bigr]\$.\qquad -(5)","The given differential equation is $$(\tan x)^{1/2}\,dy=(\sec^3 x-(\tan x)^{3/2}y)\,dx,\qquad 0\lt x\lt\frac{\pi}{2}.$$ Divide by $$(\tan x)^{1/2}$$ to write it in the standard linear form $$\dfrac{dy"
"Mock:JEE Main 2026 April 6 shift 1","b0ba63ee-bb18-41ae-bb14-4eb54d7ecab8#Q2","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 31: …] = \frac{[A] }$̲[L^{1/2}]\${}{[…","[M^1 L^2 T^{-2}] = \frac{[A] }$[L^{1/2}]\${}{[L]}","The dimension of potential energy $V$ is $[M^1 L^2 T^{-2}]$ and the dimension of distance $x$ is $[L]$.   1. From the denominator $x + B$, the principle of homogeneity requires $[B] = [x] = [L]$. 2. T"
"Mock:JEE Main 2026 April 6 shift 1","b0ba63ee-bb18-41ae-bb14-4eb54d7ecab8#Q2","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 7: [A] = $̲[M^1 L^2 T^{-2}…","[A] = $[M^1 L^2 T^{-2}]\$ \cdot \frac{[L]}{[L^{1/2}]}$} = [M^1 L^{5/2} T^{-2}]","The dimension of potential energy $V$ is $[M^1 L^2 T^{-2}]$ and the dimension of distance $x$ is $[L]$.   1. From the denominator $x + B$, the principle of homogeneity requires $[B] = [x] = [L]$. 2. T"
"Mock:JEE Main 2026 April 6 shift 1","b0ba63ee-bb18-41ae-bb14-4eb54d7ecab8#Q2","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 8: [AB] = $̲[M^1 L^{5/2} T^…","[AB] = $[M^1 L^{5/2} T^{-2}]\$ \cdot $[L^1]\$ = [M^1 L^{7/2} T^{-2}]","The dimension of potential energy $V$ is $[M^1 L^2 T^{-2}]$ and the dimension of distance $x$ is $[L]$.   1. From the denominator $x + B$, the principle of homogeneity requires $[B] = [x] = [L]$. 2. T"
"Mock:JEE Main 2026 April 6 shift 1","b0ba63ee-bb18-41ae-bb14-4eb54d7ecab8#Q24","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 22: …0}^{5} 2x dx = $̲[x^2]_0^5 = 25,…","\int_{0}^{5} 2x dx = $[x^2]_0^5 = 25, \quad \int_{-2}^{1} 3y^2 dy = \$[y^3]_{-2}^{1} = 1 - (-8) = 9, \quad \int_{-5}^{2} 4 dz = [4z]_{-5}^{2} = 4(2 + 5) = 28","The work done $W$ by an electric field on a charge $q$ is given by the line integral $W = q \int_{P_1}^{P_2} \vec{E} \cdot d\vec{r}$. Given $q = 3$ C and $\vec{E} = 2x\hat{i} + 3y^2\hat{j} + 4\hat{k}$"
"Mock:8 Apr 2024 Shift 1","fd157af0-58f3-4d95-974a-2c1f8974acb7#Q69","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 58: …{x^3}{5}\right]$̲\right)\right]","f(x) = \left[\log_2\left(x^2 + \left[\frac{x^3}{5}\right]$\right)\right]","Let $$[t]$$ be the greatest integer less than or equal to $$t$$. Let $$A$$ be the set of all prime factors of 2310 and $$f : A \rightarrow \mathbb{Z}$$ be the function $$f(x) = \left[\log_2\left(x^2 +"
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q2","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 16: [\tau]=[L]\cdot$̲[MLT^{-2}]\$=[M…","[\tau]=[L]\cdot$[MLT^{-2}]\$=[ML^2T^{-2}]","Torque: Torque is given by force × distance. $$\tau=r\times F$$ Dimensions of force: $$[F]=[MLT^{-2}]$$ So, $$[\tau]=[L]\cdot[MLT^{-2}]=[ML^2T^{-2}]$$ So, Torque → (IV) Magnetic field: From Lorentz fo"
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q2","q[0]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 15: [\mu]=[A]\cdot$̲[L^2]\$=[L^2A]","[\mu]=[A]\cdot$[L^2]\$=[L^2A]","Torque: Torque is given by force × distance. $$\tau=r\times F$$ Dimensions of force: $$[F]=[MLT^{-2}]$$ So, $$[\tau]=[L]\cdot[MLT^{-2}]=[ML^2T^{-2}]$$ So, Torque → (IV) Magnetic field: From Lorentz fo"
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q10","q[4]","Expected & or \\ or \cr or \end at end of input: …2\,P\,V}\right)","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: …2\,P\,V}\right)","  \begin{aligned} C_P - C_V &= T\left(\frac{R}{V^{2}}\right)\left(\frac{R}{2\,P\,V}\right)","For a real gas, the relation between the molar specific heats is $$C_P - C_V \;=\; T\Bigl(\frac{\partial P}{\partial T}\Bigr)_V \Bigl(\frac{\partial V}{\partial T}\Bigr)_P$$ This identity is obtained "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q10","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 3:   $̲ Step 4: Elimin…","  $ Step 4: Eliminate ","For a real gas, the relation between the molar specific heats is $$C_P - C_V \;=\; T\Bigl(\frac{\partial P}{\partial T}\Bigr)_V \Bigl(\frac{\partial V}{\partial T}\Bigr)_P$$ This identity is obtained "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q10","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 5: :   $̲  ",":   $  ","For a real gas, the relation between the molar specific heats is $$C_P - C_V \;=\; T\Bigl(\frac{\partial P}{\partial T}\Bigr)_V \Bigl(\frac{\partial V}{\partial T}\Bigr)_P$$ This identity is obtained "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q10","q[4]","Expected & or \\ or \cr or \end at end of input: …V^{2}})\,V^{3}}","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: …V^{2}})\,V^{3}}"," \begin{aligned} C_P - C_V &= \frac{T\,R^{2}}{2\,(\tfrac{R\,T}{V^{2}})\,V^{3}}","For a real gas, the relation between the molar specific heats is $$C_P - C_V \;=\; T\Bigl(\frac{\partial P}{\partial T}\Bigr)_V \Bigl(\frac{\partial V}{\partial T}\Bigr)_P$$ This identity is obtained "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q10","q[4]","Expected '…', got '…'","KaTeX parse error: Expected 'EOF', got '\end' at position 25: …\frac{R}{2\,V} \̲e̲n̲d̲{aligned} ","4pt] \&= \frac{R}{2\,V} \end{aligned} ","For a real gas, the relation between the molar specific heats is $$C_P - C_V \;=\; T\Bigl(\frac{\partial P}{\partial T}\Bigr)_V \Bigl(\frac{\partial V}{\partial T}\Bigr)_P$$ This identity is obtained "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q10","q[4]","Can'…'$' in math mode","KaTeX parse error: Can't use function '$' in math mode at position 3:   $̲ Therefore ","  $ Therefore ","For a real gas, the relation between the molar specific heats is $$C_P - C_V \;=\; T\Bigl(\frac{\partial P}{\partial T}\Bigr)_V \Bigl(\frac{\partial V}{\partial T}\Bigr)_P$$ This identity is obtained "
"Mock:6 Apr 2024 Shift 1","5676cc25-ed22-46c6-aaf7-b2e15ec998e9#Q73","q[4]","Expected & or \\ or \cr or \end at end of input: …ght), & x\neq 0","KaTeX parse error: Expected & or \\ or \cr or \end at end of input: …ght), & x\neq 0"," f(x)=\begin{cases}x^{3}\sin\!\left(\dfrac{1}{x}\right), & x\neq 0","We must find the second derivative of the function $$f(x)=\begin{cases}x^{3}\sin\!\left(\dfrac{1}{x}\right), & x\neq 0\\[4pt]0,&x=0\end{cases}$$ at two points: $$x=\dfrac{2}{\pi}$$ and $$x=0$$, and th"
